,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
16927,106,6,20,15,30,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,2,B01,1,62,3.0,8,50,14,7
16928,106,6,30,9,0,2,05中正區,中正區忠孝東路1段與林森南路口,0,1,1,C03,2,36,3.0,8,50,4,1
16929,106,6,30,9,0,2,05中正區,中正區忠孝東路1段與林森南路口,0,1,2,C03,2,64,2.0,8,50,4,1
16930,106,1,5,21,0,2,05中正區,中正區中華路1段與長沙街1段口,0,1,1,B03,1,20,3.0,7,50,4,1
16931,106,1,5,21,0,2,05中正區,中正區中華路1段與長沙街1段口,0,1,2,C03,2,26,2.0,7,50,4,1
16932,106,1,6,3,25,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,1,1,B01,1,42,3.0,7,50,4,1
16933,106,1,6,3,25,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,1,2,C03,1,21,2.0,7,50,4,1
16934,106,1,7,15,25,2,05中正區,中正區公園路與常德街口,0,1,1,B12,1,33,3.0,7,50,4,1
16935,106,1,7,15,25,2,05中正區,中正區公園路與常德街口,0,1,2,C03,2,26,2.0,7,50,4,1
16936,106,1,20,0,45,2,05中正區,中正區桃源街與寶慶路口,0,1,1,B01,1,38,3.0,6,50,4,1
16937,106,1,20,0,45,2,05中正區,中正區桃源街與寶慶路口,0,1,2,C04,2,48,2.0,6,50,4,1
16938,106,1,4,10,20,2,05中正區,中正區愛國東路(中正紀念堂前),0,1,1,B12,1,38,3.0,8,50,14,9
16939,106,1,4,10,20,2,05中正區,中正區愛國東路(中正紀念堂前),0,1,2,G01,1,81,2.0,8,50,14,9
16940,106,1,1,13,25,2,05中正區,中正區市民大道3段2號,0,1,1,C03,1,41,3.0,8,0,14,9
16941,106,1,1,13,25,2,05中正區,中正區市民大道3段2號,0,1,2,C03,1,20,2.0,8,0,14,9
16942,106,1,1,13,25,2,05中正區,中正區市民大道3段2號,0,1,3,H02,2,38,3.0,8,0,14,9
16943,106,1,4,22,0,2,05中正區,中正區重慶南路1段與衡陽路口,0,3,1,C03,1,37,2.0,8,50,4,1
16944,106,1,4,22,0,2,05中正區,中正區重慶南路1段與衡陽路口,0,3,2,C03,1,40,2.0,8,50,4,1
16945,106,1,4,22,0,2,05中正區,中正區重慶南路1段與衡陽路口,0,3,3,H02,2,36,2.0,8,50,4,1
16946,106,1,5,22,5,2,05中正區,中正區公園路34號,0,1,1,B01,1,53,3.0,8,0,14,9
16947,106,1,5,22,5,2,05中正區,中正區公園路34號,0,1,2,C03,2,34,2.0,8,0,14,9
16948,106,1,1,20,35,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,1,B03,2,23,3.0,8,50,4,1
16949,106,1,1,20,35,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,2,C03,1,28,2.0,8,50,4,1
16950,106,1,1,11,0,2,05中正區,中正區仁愛路2段43號,0,1,1,B03,1,58,3.0,8,50,14,9
16951,106,1,1,11,0,2,05中正區,中正區仁愛路2段43號,0,1,2,C03,1,77,2.0,8,50,14,9
16952,106,1,1,0,50,2,05中正區,中正區桃源街與長沙街1段口,0,2,1,C02,1,21,2.0,8,50,4,1
16953,106,1,1,0,50,2,05中正區,中正區桃源街與長沙街1段口,0,2,2,B01,1,58,3.0,8,50,4,1
16954,106,1,1,0,50,2,05中正區,中正區桃源街與長沙街1段口,0,2,3,H02,2,58,2.0,8,50,4,1
16955,106,1,11,9,57,2,05中正區,中正區館前路與開封街1段口,0,1,1,C03,2,28,2.0,8,50,3,2
16956,106,1,11,9,57,2,05中正區,中正區館前路與開封街1段口,0,1,2,B01,1,35,3.0,8,50,3,2
16957,106,1,11,13,3,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,2,1,B12,1,28,3.0,8,50,4,1
16958,106,1,11,13,3,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,2,2,C03,2,57,2.0,8,50,4,1
16959,106,1,11,13,3,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,2,3,C03,1,35,2.0,8,50,4,1
16960,106,1,15,21,52,2,05中正區,中正區八德路1段與金山南路1段口,0,1,1,B01,1,60,3.0,6,50,4,1
16961,106,1,15,21,52,2,05中正區,中正區八德路1段與金山南路1段口,0,1,2,H01,1,28,2.0,6,50,4,1
16962,106,1,2,11,57,2,05中正區,中正區信義路1段與中山南路口,0,1,1,C03,1,21,3.0,8,40,14,8
16963,106,1,2,11,57,2,05中正區,中正區信義路1段與中山南路口,0,1,2,F01,1,20,2.0,8,40,14,8
16964,106,1,3,15,38,2,05中正區,中正區八德路1段86號,0,1,1,B01,1,52,3.0,7,50,14,9
16965,106,1,3,15,38,2,05中正區,中正區八德路1段86號,0,1,2,B03,1,32,3.0,7,50,14,9
16966,106,1,3,15,38,2,05中正區,中正區八德路1段86號,0,1,3,H02,1,40,2.0,7,50,14,9
16967,106,1,3,17,42,2,05中正區,中正區丹陽街與紹興南街口,0,1,1,B03,1,66,3.0,7,50,4,2
16968,106,1,3,17,42,2,05中正區,中正區丹陽街與紹興南街口,0,1,2,H01,2,33,2.0,7,50,4,2
16969,106,1,4,8,23,2,05中正區,中正區重慶南路1段23巷與開封街1段14巷口,0,2,1,C03,1,31,2.0,8,40,3,1
16970,106,1,4,8,23,2,05中正區,中正區重慶南路1段23巷與開封街1段14巷口,0,2,2,C03,2,25,2.0,8,40,3,1
16971,106,1,4,10,20,2,05中正區,中正區鄭州路與重慶北路1段口,0,1,1,C03,1,20,2.0,8,50,4,1
16972,106,1,4,10,20,2,05中正區,中正區鄭州路與重慶北路1段口,0,1,2,B03,1,64,3.0,8,50,4,1
16973,106,1,4,14,6,2,05中正區,中正區金山北路與市民大道3段口,0,1,1,B03,2,56,3.0,8,50,4,1
16974,106,1,4,14,6,2,05中正區,中正區金山北路與市民大道3段口,0,1,2,C04,2,38,2.0,8,50,4,1
16975,106,1,4,14,6,2,05中正區,中正區金山北路與市民大道3段口,0,1,3,C03,2,22,3.0,8,50,4,1
16976,106,1,5,8,25,2,05中正區,中正區忠孝東路2段8號1段,0,1,1,A04,1,62,,8,40,14,7
16977,106,1,5,8,25,2,05中正區,中正區忠孝東路2段8號1段,0,1,2,H02,2,38,,8,40,14,7
16978,106,1,5,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,1,1,B12,1,26,3.0,8,50,4,1
16979,106,1,5,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,1,2,B03,1,55,3.0,8,50,4,1
16980,106,1,5,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,1,3,C03,1,35,2.0,8,50,4,1
16981,106,1,5,10,0,2,05中正區,中正區中華路1段與武昌街1段口,0,1,4,B03,1,44,3.0,8,50,4,1
16982,106,1,11,17,45,2,05中正區,中正區凱達格蘭大道與懷寧街口,0,2,1,B03,2,63,3.0,7,50,4,1
16983,106,1,11,17,45,2,05中正區,中正區凱達格蘭大道與懷寧街口,0,2,2,C03,1,35,2.0,7,50,4,1
16984,106,1,11,17,45,2,05中正區,中正區凱達格蘭大道與懷寧街口,0,2,3,H02,2,35,2.0,7,50,4,1
16985,106,1,10,0,1,2,05中正區,中正區延平北路與北平西路口,0,1,1,C03,2,59,2.0,7,50,14,9
16986,106,1,10,0,1,2,05中正區,中正區延平北路與北平西路口,0,1,2,B12,1,41,3.0,7,50,14,9
16987,106,1,27,17,25,2,05中正區,中正區中華路1段59號,0,2,1,C03,2,26,2.0,7,50,14,9
16988,106,1,27,17,25,2,05中正區,中正區中華路1段59號,0,2,2,C03,1,56,2.0,7,50,14,9
16989,106,1,24,16,35,2,05中正區,中正區中山北路1段與市民大道1段口口,0,2,1,C03,1,25,2.0,8,40,4,1
16990,106,1,24,16,35,2,05中正區,中正區中山北路1段與市民大道1段口口,0,2,2,C03,2,24,2.0,8,40,4,1
16991,106,1,23,9,30,2,05中正區,中正區中華路1段95巷,0,2,1,B03,1,44,3.0,8,50,3,2
16992,106,1,23,9,30,2,05中正區,中正區中華路1段95巷,0,2,2,C03,1,53,2.0,8,50,3,2
16993,106,1,23,9,30,2,05中正區,中正區中華路1段95巷,0,2,3,H02,1,16,2.0,8,50,3,2
16994,106,2,2,11,40,2,05中正區,中正區金山南路1段與濟南路2段口,0,1,1,B01,1,57,3.0,7,50,4,1
16995,106,2,2,11,40,2,05中正區,中正區金山南路1段與濟南路2段口,0,1,2,C03,1,54,2.0,7,50,4,1
16996,106,1,9,7,2,2,05中正區,中正區市民大道1段與重慶北路1段口,0,1,1,C03,1,22,3.0,8,40,4,1
16997,106,1,9,7,2,2,05中正區,中正區市民大道1段與重慶北路1段口,0,1,2,C03,1,60,2.0,8,40,4,1
16998,106,1,9,7,47,2,05中正區,中正區忠孝東路2段與臨沂街口,0,2,1,C03,2,28,2.0,8,50,4,4
16999,106,1,9,7,47,2,05中正區,中正區忠孝東路2段與臨沂街口,0,2,2,C03,1,24,2.0,8,50,4,4
17000,106,1,4,16,19,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,1,C03,2,25,4.0,8,50,16,22
17001,106,1,4,16,19,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,2,C03,1,35,2.0,8,50,16,22
17002,106,1,8,11,0,2,05中正區,中正區博愛路與衡陽路口,0,1,1,B03,1,39,3.0,7,50,4,1
17003,106,1,8,11,0,2,05中正區,中正區博愛路與衡陽路口,0,1,2,C03,1,20,2.0,7,50,4,1
17004,106,1,2,19,15,2,05中正區,中正區桃源街與衡陽路口,0,1,1,C03,1,64,2.0,8,50,3,1
17005,106,1,2,19,15,2,05中正區,中正區桃源街與衡陽路口,0,1,2,B03,1,22,3.0,8,50,3,1
17006,106,1,5,0,11,2,05中正區,中正區公園路與青島西路口,0,2,2,C03,1,25,2.0,8,50,4,2
17007,106,1,5,0,11,2,05中正區,中正區公園路與青島西路口,0,2,1,C03,1,35,2.0,8,50,4,2
17008,106,1,9,9,55,2,05中正區,中正區徐州路46號,0,1,1,B03,1,30,3.0,8,50,14,7
17009,106,1,9,9,55,2,05中正區,中正區徐州路46號,0,1,2,C03,1,28,2.0,8,50,14,7
17010,106,1,5,9,58,2,05中正區,中正區濟南路2段與泰安街口口,0,1,1,C03,1,20,2.0,8,50,3,1
17011,106,1,5,9,58,2,05中正區,中正區濟南路2段與泰安街口口,0,1,2,B02,1,48,3.0,8,50,3,1
17012,106,1,12,15,40,2,05中正區,中正區濟南路1段,0,1,1,B02,1,27,3.0,8,50,14,9
17013,106,1,12,15,40,2,05中正區,中正區濟南路1段,0,1,2,C03,1,24,2.0,8,50,14,9
17014,106,1,12,23,40,2,05中正區,中正區新生南路1段136號旁,0,1,1,C03,1,29,3.0,8,50,14,9
17015,106,1,12,23,40,2,05中正區,中正區新生南路1段136號旁,0,1,2,C03,1,23,2.0,8,50,14,9
17016,106,1,13,16,55,2,05中正區,中正區濟南路1段321號,0,1,1,B03,1,61,3.0,6,50,14,9
17017,106,1,13,16,55,2,05中正區,中正區濟南路1段321號,0,1,2,C03,1,21,2.0,6,50,14,9
17018,106,1,13,16,55,2,05中正區,中正區濟南路1段321號,0,1,3,B03,1,45,3.0,6,50,14,9
17019,106,1,14,0,24,2,05中正區,中正區林森南路地下道,0,2,1,C03,1,27,2.0,8,50,6,11
17020,106,1,14,0,24,2,05中正區,中正區林森南路地下道,0,2,2,C03,2,48,2.0,8,50,6,11
17021,106,1,16,10,38,2,05中正區,中正區中華路1段與漢口街1段口口,0,1,1,C03,2,22,2.0,7,50,4,2
17022,106,1,16,10,38,2,05中正區,中正區中華路1段與漢口街1段口口,0,1,2,B01,1,57,3.0,7,50,4,2
17023,106,1,17,10,18,2,05中正區,中正區重慶南路1段與愛國西路口口,0,1,1,B03,2,41,3.0,8,50,4,1
17024,106,1,17,10,18,2,05中正區,中正區重慶南路1段與愛國西路口口,0,1,2,B01,1,61,2.0,8,50,4,1
17025,106,1,2,15,22,2,05中正區,中正區中山南路21號自由廣場前,0,1,1,C03,1,44,2.0,8,50,14,8
17026,106,1,2,15,22,2,05中正區,中正區中山南路21號自由廣場前,0,1,2,B12,2,24,3.0,8,50,14,8
17027,106,1,2,15,22,2,05中正區,中正區中山南路21號自由廣場前,0,1,3,A05,3,0,,8,50,14,8
17028,106,1,5,10,37,2,05中正區,中正區公園路與襄陽路口口,0,1,1,A04,1,47,3.0,8,50,4,1
17029,106,1,5,10,37,2,05中正區,中正區公園路與襄陽路口口,0,1,2,H01,1,63,2.0,8,50,4,1
17030,106,1,5,13,20,2,05中正區,中正區杭州南路1段與徐州路口口,0,1,1,B03,1,64,3.0,8,50,4,1
17031,106,1,5,13,20,2,05中正區,中正區杭州南路1段與徐州路口口,0,1,2,F01,2,65,2.0,8,50,4,1
17032,106,1,5,19,45,2,05中正區,中正區仁愛路1段與林森南路口林森南路地下道,0,1,1,C03,2,36,2.0,8,50,7,11
17033,106,1,5,19,45,2,05中正區,中正區仁愛路1段與林森南路口林森南路地下道,0,1,2,,3,0,,8,50,7,11
17034,106,1,6,9,0,2,05中正區,中正區中山南路與濟南路1段口口,0,2,1,B03,2,27,3.0,8,50,4,1
17035,106,1,6,9,0,2,05中正區,中正區中山南路與濟南路1段口口,0,2,2,C03,1,23,2.0,8,50,4,1
17036,106,1,6,9,0,2,05中正區,中正區中山南路與濟南路1段口口,0,2,3,C03,1,64,2.0,8,50,4,1
17037,106,1,6,11,44,2,05中正區,中正區延平南路1段與長沙街1段口附近,0,1,1,B03,1,20,3.0,8,50,4,2
17038,106,1,6,11,44,2,05中正區,中正區延平南路1段與長沙街1段口附近,0,1,2,C03,1,65,2.0,8,50,4,2
17039,106,1,7,9,5,2,05中正區,中正區漢口街1段45號前,0,2,1,C03,1,25,2.0,8,50,14,9
17040,106,1,7,9,5,2,05中正區,中正區漢口街1段45號前,0,2,2,C03,1,22,2.0,8,50,14,9
17041,106,1,7,9,5,2,05中正區,中正區漢口街1段45號前,0,2,3,C03,3,0,,8,50,14,9
17042,106,1,8,10,27,2,05中正區,中正區公園路與貴陽街1段口口,0,3,1,C03,1,28,2.0,8,50,4,1
17043,106,1,8,10,27,2,05中正區,中正區公園路與貴陽街1段口口,0,3,2,C03,1,24,2.0,8,50,4,1
17044,106,1,8,10,27,2,05中正區,中正區公園路與貴陽街1段口口,0,3,3,H02,1,30,2.0,8,50,4,1
17045,106,1,12,5,25,2,05中正區,中正區中華路1段與武昌街1段口口,0,2,1,B01,1,46,3.0,8,50,4,1
17046,106,1,12,5,25,2,05中正區,中正區中華路1段與武昌街1段口口,0,2,2,C03,2,16,2.0,8,50,4,1
17047,106,1,12,5,25,2,05中正區,中正區中華路1段與武昌街1段口口,0,2,3,H02,1,18,2.0,8,50,4,1
17048,106,1,12,20,15,2,05中正區,中正區市民大道2段與林森北路口附近,0,2,1,C03,1,38,3.0,8,40,3,1
17049,106,1,12,20,15,2,05中正區,中正區市民大道2段與林森北路口附近,0,2,2,C03,1,44,2.0,8,40,3,1
17050,106,1,12,20,15,2,05中正區,中正區市民大道2段與林森北路口附近,0,2,3,C03,2,33,2.0,8,40,3,1
17051,106,1,19,13,27,2,05中正區,中正區館前路與北平西路口火車站西3門計程車處,0,1,1,B01,1,64,3.0,8,50,3,1
17052,106,1,19,13,27,2,05中正區,中正區館前路與北平西路口火車站西3門計程車處,0,1,2,H01,2,66,2.0,8,50,3,1
17053,106,1,20,8,18,2,05中正區,中正區中山南路與青島西路口口,0,1,1,C03,1,19,2.0,8,50,4,1
17054,106,1,20,8,18,2,05中正區,中正區中山南路與青島西路口口,0,1,2,B03,1,39,3.0,8,50,4,1
17055,106,1,20,8,18,2,05中正區,中正區中山南路與青島西路口口,0,1,3,B03,2,34,3.0,8,50,4,1
17056,106,1,6,22,25,2,05中正區,中正區忠孝西路1段與中山南路口,0,2,1,C03,1,33,3.0,7,0,4,1
17057,106,1,6,22,25,2,05中正區,中正區忠孝西路1段與中山南路口,0,2,2,C03,1,20,2.0,7,0,4,1
17058,106,1,6,22,25,2,05中正區,中正區忠孝西路1段與中山南路口,0,2,3,H02,2,25,2.0,7,0,4,1
17059,106,1,10,17,40,2,05中正區,中正區徐州路55號停車格,0,1,1,C03,1,54,2.0,8,50,14,9
17060,106,1,10,17,40,2,05中正區,中正區徐州路55號停車格,0,1,2,B03,1,32,3.0,8,50,14,9
17061,106,1,11,7,30,2,05中正區,中正區北平東路與林森北路口,0,1,1,B03,1,30,3.0,8,50,4,1
17062,106,1,11,7,30,2,05中正區,中正區北平東路與林森北路口,0,1,2,C03,1,19,2.0,8,50,4,1
17063,106,1,11,9,5,2,05中正區,中正區杭州南路1段24號,0,1,1,C03,1,29,3.0,8,50,3,2
17064,106,1,11,9,5,2,05中正區,中正區杭州南路1段24號,0,1,2,C03,1,28,2.0,8,50,3,2
17065,106,1,13,12,15,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,1,B03,1,57,3.0,6,50,16,22
17066,106,1,13,12,15,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,2,C03,2,30,2.0,6,50,16,22
17067,106,1,13,14,5,2,05中正區,中正區濟南路1段4號,0,1,1,B03,1,32,3.0,6,50,14,9
17068,106,1,13,14,5,2,05中正區,中正區濟南路1段4號,0,1,2,C03,1,21,2.0,6,50,14,9
17069,106,1,17,21,40,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,1,C03,1,39,2.0,7,50,4,2
17070,106,1,17,21,40,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,2,B03,1,40,3.0,7,50,4,2
17071,106,1,17,21,40,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,3,B12,2,60,4.0,7,50,4,2
17072,106,1,18,15,50,2,05中正區,中正區武昌街1段18號,0,1,1,C03,1,35,2.0,8,50,14,9
17073,106,1,18,15,50,2,05中正區,中正區武昌街1段18號,0,1,2,B03,1,23,3.0,8,50,14,9
17074,106,1,18,17,40,2,05中正區,中正區新生南路1段92號,0,1,1,C03,2,22,2.0,7,50,14,9
17075,106,1,18,17,40,2,05中正區,中正區新生南路1段92號,0,1,2,B12,1,47,3.0,7,50,14,9
17076,106,1,19,0,45,2,05中正區,中正區衡陽路與重慶南路1段口,0,1,1,C03,1,26,2.0,7,50,4,1
17077,106,1,19,0,45,2,05中正區,中正區衡陽路與重慶南路1段口,0,1,2,C03,1,24,3.0,7,50,4,1
17078,106,1,22,10,25,2,05中正區,中正區市民大道3段2號,0,1,1,B01,1,67,4.0,8,0,14,9
17079,106,1,22,10,25,2,05中正區,中正區市民大道3段2號,0,1,2,C03,1,39,2.0,8,0,14,9
17080,106,1,22,11,45,2,05中正區,中正區中華路1段55號,0,1,1,C03,1,22,2.0,8,50,14,9
17081,106,1,22,11,45,2,05中正區,中正區中華路1段55號,0,1,2,B02,1,48,3.0,8,50,14,9
17082,106,1,22,13,30,2,05中正區,中正區鎮江街5號,0,2,1,B01,1,46,3.0,8,50,14,9
17083,106,1,22,13,30,2,05中正區,中正區鎮江街5號,0,2,2,C03,1,40,2.0,8,50,14,9
17084,106,1,22,13,30,2,05中正區,中正區鎮江街5號,0,2,3,H02,2,34,2.0,8,50,14,9
17085,106,1,1,8,30,2,05中正區,中正區中山北路1段與北平西路口,0,1,1,B03,1,19,3.0,8,50,4,1
17086,106,1,1,8,30,2,05中正區,中正區中山北路1段與北平西路口,0,1,2,C03,1,19,2.0,8,50,4,1
17087,106,1,7,20,51,2,05中正區,中正區金山南路1段與濟南路2段口,0,1,1,B03,1,59,3.0,7,50,4,2
17088,106,1,7,20,51,2,05中正區,中正區金山南路1段與濟南路2段口,0,1,2,H01,1,39,2.0,7,50,4,2
17089,106,1,9,16,11,2,05中正區,中正區新生南路1段58巷口,0,1,1,B03,1,49,3.0,7,50,3,1
17090,106,1,9,16,11,2,05中正區,中正區新生南路1段58巷口,0,1,2,C03,1,27,2.0,7,50,3,1
17091,106,1,9,16,11,2,05中正區,中正區新生南路1段58巷口,0,1,3,B01,1,60,3.0,7,50,3,1
17092,106,1,14,9,48,2,05中正區,中正區徐州路1號前,0,1,1,B02,1,42,3.0,6,50,3,1
17093,106,1,14,9,48,2,05中正區,中正區徐州路1號前,0,1,2,C03,2,26,2.0,6,50,3,1
17094,106,1,15,8,59,2,05中正區,中正區中華路1段69號,0,1,1,B01,1,61,3.0,4,50,14,8
17095,106,1,15,8,59,2,05中正區,中正區中華路1段69號,0,1,2,C03,1,21,2.0,4,50,14,8
17096,106,1,18,20,40,2,05中正區,中正區新生北路1段與市民大道3段口,0,1,1,,3,0,,6,0,4,2
17097,106,1,18,20,40,2,05中正區,中正區新生北路1段與市民大道3段口,0,1,2,C03,1,29,2.0,6,0,4,2
17098,106,1,9,8,10,2,05中正區,中正區金山南路1段與濟南路2段口,0,1,1,F01,2,17,3.0,8,40,4,1
17099,106,1,9,8,10,2,05中正區,中正區金山南路1段與濟南路2段口,0,1,2,C03,2,50,2.0,8,40,4,1
17100,106,1,9,17,0,2,05中正區,中正區忠孝東路1段與天津街口,0,2,1,B03,1,19,3.0,8,50,4,1
17101,106,1,9,17,0,2,05中正區,中正區忠孝東路1段與天津街口,0,2,2,C03,1,21,2.0,8,50,4,1
17102,106,1,12,19,20,2,05中正區,中正區信義路2段與連雲街口,0,1,2,C03,2,40,2.0,8,50,14,7
17103,106,1,12,19,20,2,05中正區,中正區信義路2段與連雲街口,0,1,3,C03,1,22,3.0,8,50,14,7
17104,106,1,19,8,20,2,05中正區,中正區中華路1段與酉陽街口,0,1,1,C03,2,31,3.0,8,50,3,1
17105,106,1,19,8,20,2,05中正區,中正區中華路1段與酉陽街口,0,1,2,C03,1,42,2.0,8,50,3,1
17106,106,2,1,21,45,2,05中正區,中正區林森南路3巷與林森南路口,0,2,1,B03,1,38,3.0,8,50,3,1
17107,106,2,1,21,45,2,05中正區,中正區林森南路3巷與林森南路口,0,2,2,C03,1,61,2.0,8,50,3,1
17108,106,2,1,21,45,2,05中正區,中正區林森南路3巷與林森南路口,0,2,3,H02,2,54,2.0,8,50,3,1
17109,106,1,20,6,48,2,05中正區,中正區中華路1段與酉陽街口,0,2,1,C03,1,28,2.0,6,50,3,2
17110,106,1,20,6,48,2,05中正區,中正區中華路1段與酉陽街口,0,2,2,H01,1,87,2.0,6,50,3,2
17111,106,1,25,20,45,2,05中正區,中正區中華路1段與漢口街1段口,0,1,1,C03,2,43,2.0,7,50,4,1
17112,106,1,25,20,45,2,05中正區,中正區中華路1段與漢口街1段口,0,1,2,B01,1,45,3.0,7,50,4,1
17113,106,1,5,10,10,2,05中正區,中正區開封街1段與懷寧街口,0,1,1,C03,2,46,2.0,8,50,4,2
17114,106,1,5,10,10,2,05中正區,中正區開封街1段與懷寧街口,0,1,2,B12,1,43,3.0,8,50,4,2
17115,106,1,6,8,20,2,05中正區,中正區北平東路1號,0,1,1,B03,1,44,3.0,8,50,14,9
17116,106,1,6,8,20,2,05中正區,中正區北平東路1號,0,1,2,C03,1,20,2.0,8,50,14,9
