,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
18005,108,1,9,8,54,2,05中正區,中正區市民大道2段往東(華山草原),0,2,1,C03,1,51.0,3.0,8.0,40,14.0,9.0
18006,108,1,9,8,54,2,05中正區,中正區市民大道2段往東(華山草原),0,2,2,C03,2,36.0,2.0,8.0,40,14.0,9.0
18007,108,1,9,8,54,2,05中正區,中正區市民大道2段往東(華山草原),0,2,3,C03,2,62.0,2.0,8.0,40,14.0,9.0
18008,108,1,15,18,21,2,05中正區,中正區公園路與貴陽街1段口,0,3,1,C03,1,30.0,2.0,8.0,50,4.0,1.0
18009,108,1,15,18,21,2,05中正區,中正區公園路與貴陽街1段口,0,3,2,H01,2,11.0,2.0,8.0,50,4.0,1.0
18010,108,1,15,18,21,2,05中正區,中正區公園路與貴陽街1段口,0,3,3,H02,2,49.0,2.0,8.0,50,4.0,1.0
18011,108,6,12,7,35,2,05中正區,中正區公園路與凱達格蘭大道口口,0,1,2,B02,1,24.0,3.0,7.0,50,4.0,2.0
18012,108,6,12,7,35,2,05中正區,中正區公園路與凱達格蘭大道口口,0,1,1,B03,1,49.0,4.0,7.0,50,4.0,2.0
18013,108,6,12,7,35,2,05中正區,中正區公園路與凱達格蘭大道口口,0,1,3,H02,2,98.0,2.0,7.0,50,4.0,2.0
18014,108,7,5,13,39,2,05中正區,中正區信義路2段255號,0,1,1,B03,2,38.0,3.0,8.0,50,14.0,8.0
18015,108,7,5,13,39,2,05中正區,中正區信義路2段255號,0,1,2,C03,1,69.0,2.0,8.0,50,14.0,8.0
18016,108,7,5,13,39,2,05中正區,中正區信義路2段255號,0,1,3,B01,1,64.0,3.0,8.0,50,14.0,8.0
18017,108,7,9,15,50,2,05中正區,中正區林森南路與濟南路1段口,0,1,1,A02,1,42.0,3.0,8.0,50,4.0,2.0
18018,108,7,9,15,50,2,05中正區,中正區林森南路與濟南路1段口,0,1,2,B03,1,47.0,3.0,8.0,50,4.0,2.0
18019,108,7,9,15,50,2,05中正區,中正區林森南路與濟南路1段口,0,1,3,C03,1,48.0,3.0,8.0,50,4.0,2.0
18020,108,7,9,15,50,2,05中正區,中正區林森南路與濟南路1段口,0,1,4,C03,3,0.0,,8.0,50,4.0,2.0
18021,108,7,9,15,50,2,05中正區,中正區林森南路與濟南路1段口,0,1,5,C04,2,56.0,2.0,8.0,50,4.0,2.0
18022,108,7,9,15,50,2,05中正區,中正區林森南路與濟南路1段口,0,1,6,C03,1,23.0,4.0,8.0,50,4.0,2.0
18023,108,7,11,13,40,2,05中正區,中正區中山南路與濟南路1段口,0,1,1,B03,2,39.0,3.0,8.0,50,3.0,2.0
18024,108,7,11,13,40,2,05中正區,中正區中山南路與濟南路1段口,0,1,2,C03,1,44.0,2.0,8.0,50,3.0,2.0
18025,108,7,12,13,18,2,05中正區,中正區濟南路1段開南商工前,0,1,1,C03,1,29.0,3.0,7.0,50,14.0,9.0
18026,108,7,12,13,18,2,05中正區,中正區濟南路1段開南商工前,0,1,2,C03,1,37.0,2.0,7.0,50,14.0,9.0
18027,108,7,27,8,36,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,1,C03,1,43.0,2.0,8.0,50,4.0,2.0
18028,108,7,27,8,36,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,2,C03,2,34.0,3.0,8.0,50,4.0,2.0
18029,108,7,27,8,36,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,3,H02,2,19.0,2.0,8.0,50,4.0,2.0
18030,108,7,27,17,55,2,05中正區,中正區中山南路與青島西路口,0,1,1,B01,1,52.0,3.0,8.0,50,4.0,1.0
18031,108,7,27,17,55,2,05中正區,中正區中山南路與青島西路口,0,1,2,C03,1,19.0,2.0,8.0,50,4.0,1.0
18032,108,7,28,10,35,2,05中正區,中正區中山南路自由廣場前,0,1,1,B01,1,66.0,3.0,8.0,50,14.0,8.0
18033,108,7,28,10,35,2,05中正區,中正區中山南路自由廣場前,0,1,2,C03,2,34.0,2.0,8.0,50,14.0,8.0
18034,108,7,30,11,45,2,05中正區,中正區忠孝西路1段與中山北路1段口,0,1,1,C03,2,46.0,3.0,8.0,50,4.0,2.0
18035,108,7,30,11,45,2,05中正區,中正區忠孝西路1段與中山北路1段口,0,1,2,A02,1,40.0,3.0,8.0,50,4.0,2.0
18036,108,7,30,11,45,2,05中正區,中正區忠孝西路1段與中山北路1段口,0,1,3,H02,1,73.0,2.0,8.0,50,4.0,2.0
18037,108,8,7,22,39,2,05中正區,中正區仁愛路2段與臨沂街口,0,1,1,B02,1,42.0,3.0,6.0,50,4.0,2.0
18038,108,8,7,22,39,2,05中正區,中正區仁愛路2段與臨沂街口,0,1,2,C03,2,42.0,2.0,6.0,50,4.0,2.0
18039,108,8,10,16,27,2,05中正區,中正區館前路與開封街1段口,0,1,1,C03,1,18.0,3.0,8.0,50,3.0,2.0
18040,108,8,10,16,27,2,05中正區,中正區館前路與開封街1段口,0,1,2,H01,1,18.0,2.0,8.0,50,3.0,2.0
18041,108,7,5,2,0,2,05中正區,中正區金山北路與八德路1段口,0,1,1,B03,1,19.0,3.0,8.0,50,4.0,1.0
18042,108,7,5,2,0,2,05中正區,中正區金山北路與八德路1段口,0,1,2,C03,1,30.0,2.0,8.0,50,4.0,1.0
18043,108,7,5,18,10,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,1,B03,1,46.0,3.0,8.0,50,5.0,2.0
18044,108,7,5,18,10,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,2,F01,2,19.0,2.0,8.0,50,5.0,2.0
18045,108,7,3,8,33,2,05中正區,中正區市民大道3段2號,0,1,1,C03,1,34.0,3.0,8.0,40,14.0,8.0
18046,108,7,3,8,33,2,05中正區,中正區市民大道3段2號,0,1,2,C03,2,29.0,2.0,8.0,40,14.0,8.0
18047,108,5,20,13,32,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,1,1,B03,1,78.0,3.0,6.0,50,4.0,1.0
18048,108,5,20,13,32,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,1,2,C03,1,22.0,2.0,6.0,50,4.0,1.0
18049,108,6,5,10,55,2,05中正區,中正區中山北路1段與市民大道2段口,0,3,1,C03,1,33.0,2.0,8.0,40,4.0,1.0
18050,108,6,5,10,55,2,05中正區,中正區中山北路1段與市民大道2段口,0,3,3,C03,1,26.0,2.0,8.0,40,4.0,1.0
18051,108,6,5,10,55,2,05中正區,中正區中山北路1段與市民大道2段口,0,3,2,C03,1,25.0,2.0,8.0,40,4.0,1.0
18052,108,6,5,11,23,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,1,1,B03,1,37.0,3.0,8.0,50,4.0,1.0
18053,108,6,5,11,23,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,1,2,C03,1,21.0,2.0,8.0,50,4.0,1.0
18054,108,6,6,17,10,2,05中正區,中正區忠孝東路2段與新生南路1段口,0,1,1,B02,1,25.0,3.0,8.0,50,4.0,1.0
18055,108,6,6,17,10,2,05中正區,中正區忠孝東路2段與新生南路1段口,0,1,2,C03,1,22.0,2.0,8.0,50,4.0,1.0
18056,108,6,18,16,40,2,05中正區,中正區中山南路與信義路1段口,0,2,1,C03,2,38.0,2.0,8.0,50,16.0,9.0
18057,108,6,18,16,40,2,05中正區,中正區中山南路與信義路1段口,0,2,2,B01,1,61.0,3.0,8.0,50,16.0,9.0
18058,108,6,18,16,40,2,05中正區,中正區中山南路與信義路1段口,0,2,3,H02,2,46.0,2.0,8.0,50,16.0,9.0
18059,108,6,23,6,48,2,05中正區,中正區鄭州路與重慶北路1段口,0,1,1,C02,1,33.0,2.0,6.0,40,4.0,1.0
18060,108,6,23,6,48,2,05中正區,中正區鄭州路與重慶北路1段口,0,1,2,B01,1,46.0,3.0,6.0,40,4.0,1.0
18061,108,6,23,6,48,2,05中正區,中正區鄭州路與重慶北路1段口,0,1,3,B03,1,44.0,4.0,6.0,40,4.0,1.0
18062,108,7,26,13,23,2,05中正區,中正區中山北路1段與北平東路口口,0,1,3,H02,1,36.0,3.0,8.0,50,14.0,8.0
18063,108,7,26,12,45,2,05中正區,中正區中山北路1段與北平東路口口,0,1,1,B03,1,44.0,3.0,8.0,50,4.0,2.0
18064,108,7,26,12,45,2,05中正區,中正區中山北路1段與北平東路口口,0,1,2,C03,1,20.0,2.0,8.0,50,4.0,2.0
18065,108,7,26,20,55,2,05中正區,中正區忠孝西路1段與重慶南路1段口口,0,1,2,H01,2,34.0,2.0,8.0,50,4.0,1.0
18066,108,7,26,20,55,2,05中正區,中正區忠孝西路1段與重慶南路1段口口,0,1,1,B01,4,0.0,4.0,8.0,50,4.0,1.0
18067,108,7,10,11,21,2,05中正區,中正區中山南路與仁愛路1段口,0,1,1,B03,2,54.0,3.0,8.0,50,5.0,1.0
18068,108,7,10,11,21,2,05中正區,中正區中山南路與仁愛路1段口,0,1,2,C03,2,62.0,2.0,8.0,50,5.0,1.0
18069,108,6,25,20,31,2,05中正區,中正區市民大道2段與林森北路口(迴轉道),0,3,1,C03,2,21.0,2.0,6.0,40,14.0,6.0
18070,108,6,24,7,55,2,05中正區,中正區市民大道2段與林森北路口,0,1,1,C03,1,38.0,3.0,6.0,40,4.0,1.0
18071,108,6,24,7,55,2,05中正區,中正區市民大道2段與林森北路口,0,1,2,C03,1,47.0,2.0,6.0,40,4.0,1.0
18072,108,7,7,12,50,2,05中正區,中正區中山南路與信義路1段口,0,1,1,B01,1,50.0,3.0,8.0,50,5.0,1.0
18073,108,7,7,12,50,2,05中正區,中正區中山南路與信義路1段口,0,1,2,C03,1,24.0,2.0,8.0,50,5.0,1.0
18074,108,7,26,10,55,2,05中正區,中正區中山南路與凱達格蘭大道1段口,0,1,1,B03,1,52.0,3.0,8.0,50,4.0,1.0
18075,108,7,26,10,55,2,05中正區,中正區中山南路與凱達格蘭大道1段口,0,1,2,C03,2,29.0,2.0,8.0,50,4.0,1.0
18076,108,7,29,16,56,2,05中正區,中正區臨沂街8號與臨沂街8巷口旁,0,2,1,C04,2,38.0,2.0,8.0,30,4.0,1.0
18077,108,7,29,16,56,2,05中正區,中正區臨沂街8號與臨沂街8巷口旁,0,2,2,C03,1,57.0,2.0,8.0,30,4.0,1.0
18078,108,7,31,13,40,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,1,C03,1,23.0,2.0,8.0,50,5.0,2.0
18079,108,7,31,13,40,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,2,C03,1,32.0,2.0,8.0,50,5.0,2.0
18080,108,6,18,11,24,2,05中正區,中正區中山南路與信義路1段口,0,1,1,C03,1,21.0,2.0,8.0,50,5.0,1.0
18081,108,6,18,11,24,2,05中正區,中正區中山南路與信義路1段口,0,1,2,B01,1,63.0,3.0,8.0,50,5.0,1.0
18082,108,6,22,9,44,2,05中正區,中正區市民大道2段與林森北路口,0,1,1,C03,2,28.0,2.0,8.0,40,15.0,9.0
18083,108,6,22,9,44,2,05中正區,中正區市民大道2段與林森北路口,0,1,2,C03,1,32.0,3.0,8.0,40,15.0,9.0
18084,108,7,7,13,2,2,05中正區,中正區館前路與許昌街口,0,1,1,B02,1,33.0,3.0,8.0,50,3.0,2.0
18085,108,7,7,13,2,2,05中正區,中正區館前路與許昌街口,0,1,2,C03,2,20.0,2.0,8.0,50,3.0,2.0
18086,108,7,10,10,6,2,05中正區,中正區市民大道1段與天津街口,0,1,1,B03,1,64.0,3.0,8.0,40,4.0,1.0
18087,108,7,10,10,6,2,05中正區,中正區市民大道1段與天津街口,0,1,2,C03,2,23.0,2.0,8.0,40,4.0,1.0
18088,108,7,12,8,12,2,05中正區,中正區忠孝東路2段與忠孝東路2段134巷口,0,2,1,B02,1,57.0,3.0,8.0,50,3.0,2.0
18089,108,7,12,8,12,2,05中正區,中正區忠孝東路2段與忠孝東路2段134巷口,0,2,2,C03,1,47.0,2.0,8.0,50,3.0,2.0
18090,108,7,12,8,12,2,05中正區,中正區忠孝東路2段與忠孝東路2段134巷口,0,2,3,H02,2,47.0,2.0,8.0,50,3.0,2.0
18091,108,7,17,3,21,2,05中正區,中正區忠孝西路1段6號,0,1,1,C03,1,22.0,2.0,8.0,50,14.0,9.0
18092,108,7,17,3,21,2,05中正區,中正區忠孝西路1段6號,0,1,2,B01,1,52.0,3.0,8.0,50,14.0,9.0
18093,108,7,17,22,30,2,05中正區,中正區金山北路與八德路1段口,0,1,1,B03,1,54.0,4.0,7.0,0,4.0,1.0
18094,108,7,17,22,30,2,05中正區,中正區金山北路與八德路1段口,0,1,2,C03,1,24.0,2.0,7.0,0,4.0,1.0
18095,108,5,31,15,40,2,05中正區,中正區凱達格蘭大道與中山南路口景福門,0,1,1,B02,2,48.0,3.0,8.0,50,5.0,2.0
18096,108,5,31,15,40,2,05中正區,中正區凱達格蘭大道與中山南路口景福門,0,1,2,C03,1,60.0,2.0,8.0,50,5.0,2.0
18097,108,6,4,23,18,2,05中正區,中正區忠孝東路1段與中山南路口,0,1,1,B03,1,36.0,3.0,8.0,50,4.0,2.0
18098,108,6,4,23,18,2,05中正區,中正區忠孝東路1段與中山南路口,0,1,2,C03,1,24.0,2.0,8.0,50,4.0,2.0
18099,108,6,8,21,38,2,05中正區,中正區忠孝東路1段與林森北路口,0,1,1,C03,1,20.0,3.0,8.0,40,4.0,1.0
18100,108,6,8,21,38,2,05中正區,中正區忠孝東路1段與林森北路口,0,1,2,C03,1,30.0,2.0,8.0,40,4.0,1.0
18101,108,6,20,9,50,2,05中正區,中正區杭州南路1段與徐州路口,0,1,1,B03,1,61.0,3.0,8.0,50,3.0,2.0
18102,108,6,20,9,50,2,05中正區,中正區杭州南路1段與徐州路口,0,1,2,F01,1,80.0,2.0,8.0,50,3.0,2.0
18103,108,6,25,0,10,2,05中正區,中正區新生南路1段144-9號,0,1,1,B01,1,66.0,3.0,8.0,50,14.0,8.0
18104,108,6,25,0,10,2,05中正區,中正區新生南路1段144-9號,0,1,2,C03,1,22.0,2.0,8.0,50,14.0,8.0
18105,108,6,26,21,39,2,05中正區,中正區中華路1段與武昌街1段口,0,1,2,C03,2,24.0,2.0,6.0,50,3.0,1.0
18106,108,6,26,21,39,2,05中正區,中正區中華路1段與武昌街1段口,0,1,1,B01,1,49.0,3.0,6.0,50,3.0,1.0
18107,108,6,3,22,55,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,1,A02,1,48.0,3.0,8.0,40,4.0,2.0
18108,108,6,3,22,55,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,2,H02,2,65.0,2.0,8.0,40,4.0,2.0
18109,108,6,3,22,55,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,3,H01,4,0.0,4.0,8.0,40,4.0,2.0
18110,108,6,10,11,46,2,05中正區,中正區林森南路台大醫院國際會議中心停車場出口,0,1,1,B03,1,67.0,3.0,6.0,50,14.0,9.0
18111,108,6,10,11,46,2,05中正區,中正區林森南路台大醫院國際會議中心停車場出口,0,1,2,C03,1,16.0,2.0,6.0,50,14.0,9.0
18112,108,6,11,8,34,2,05中正區,中正區忠孝東路1段與紹興南街口,0,1,1,B03,1,51.0,3.0,6.0,50,14.0,8.0
18113,108,6,11,8,34,2,05中正區,中正區忠孝東路1段與紹興南街口,0,1,2,C03,1,25.0,2.0,6.0,50,14.0,8.0
18114,108,6,14,7,12,2,05中正區,中正區金山南路1段與八德路1段口,0,1,1,B03,1,69.0,3.0,8.0,50,4.0,1.0
18115,108,6,14,7,12,2,05中正區,中正區金山南路1段與八德路1段口,0,1,2,C03,1,83.0,2.0,8.0,50,4.0,1.0
18116,108,6,14,10,6,2,05中正區,中正區忠孝東路2段132號,0,1,1,C03,1,22.0,3.0,6.0,40,14.0,8.0
18117,108,6,14,10,6,2,05中正區,中正區忠孝東路2段132號,0,1,2,C03,2,44.0,2.0,6.0,40,14.0,8.0
18118,108,6,15,8,54,2,05中正區,中正區重慶北路1段與鄭州路口,0,1,2,C04,2,30.0,2.0,8.0,40,14.0,9.0
18119,108,6,15,8,54,2,05中正區,中正區重慶北路1段與鄭州路口,0,1,1,C03,1,58.0,4.0,8.0,40,14.0,9.0
18120,108,6,15,15,59,2,05中正區,中正區中山北路1段與北平東路口,0,1,1,B01,2,34.0,3.0,8.0,50,4.0,1.0
18121,108,6,15,15,59,2,05中正區,中正區中山北路1段與北平東路口,0,1,2,C03,2,55.0,2.0,8.0,50,4.0,1.0
18122,108,8,27,8,42,2,05中正區,中正區鄭州路Y18出口,0,1,1,C03,1,22.0,3.0,8.0,40,14.0,9.0
18123,108,8,27,8,42,2,05中正區,中正區鄭州路Y18出口,0,1,2,C03,2,42.0,2.0,8.0,40,14.0,9.0
18124,108,6,22,20,30,2,05中正區,中正區南陽街15-3號,0,1,1,B03,1,37.0,4.0,7.0,40,14.0,9.0
18125,108,6,22,20,30,2,05中正區,中正區南陽街15-3號,0,1,2,H01,1,25.0,2.0,7.0,40,14.0,9.0
18126,108,6,24,21,11,2,05中正區,中正區懷寧街與衡陽路口,0,2,1,C03,1,68.0,2.0,7.0,50,3.0,2.0
18127,108,6,24,21,11,2,05中正區,中正區懷寧街與衡陽路口,0,2,2,C03,1,31.0,2.0,7.0,50,3.0,2.0
18128,108,7,2,20,50,2,05中正區,中正區市民大道2段與金山北路口,0,1,1,B03,2,26.0,3.0,6.0,40,4.0,2.0
18129,108,7,2,20,50,2,05中正區,中正區市民大道2段與金山北路口,0,1,2,C03,2,34.0,2.0,6.0,40,4.0,2.0
18130,108,7,26,13,23,2,05中正區,中正區中山北路1段與北平東路口口,0,1,1,B01,1,67.0,3.0,8.0,50,14.0,8.0
18131,108,7,26,13,23,2,05中正區,中正區中山北路1段與北平東路口口,0,1,2,C03,1,20.0,2.0,8.0,50,14.0,8.0
18132,108,6,25,20,31,2,05中正區,中正區市民大道2段與林森北路口(迴轉道),0,3,2,C03,1,46.0,2.0,6.0,40,14.0,6.0
18133,108,6,25,20,31,2,05中正區,中正區市民大道2段與林森北路口(迴轉道),0,3,3,H02,2,20.0,2.0,6.0,40,14.0,6.0
18134,108,6,30,9,41,2,05中正區,中正區市民大道2段與中山北路1段口,0,1,1,C03,1,60.0,2.0,8.0,40,4.0,2.0
18135,108,6,30,9,41,2,05中正區,中正區市民大道2段與中山北路1段口,0,1,2,C03,1,19.0,3.0,8.0,40,4.0,2.0
18136,108,7,19,8,59,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,C03,2,60.0,2.0,8.0,50,14.0,9.0
18137,108,7,19,8,59,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,B03,1,57.0,3.0,8.0,50,14.0,9.0
18138,108,7,8,22,2,2,05中正區,中正區杭州南路1段63號,0,1,1,C03,1,21.0,2.0,8.0,50,14.0,9.0
18139,108,7,8,22,2,2,05中正區,中正區杭州南路1段63號,0,1,2,B03,1,75.0,3.0,8.0,50,14.0,9.0
18140,108,7,12,17,50,2,05中正區,中正區中山南路與濟南路1段口,0,1,1,B03,1,59.0,3.0,8.0,50,4.0,1.0
18141,108,7,12,17,50,2,05中正區,中正區中山南路與濟南路1段口,0,1,2,C03,1,20.0,2.0,8.0,50,4.0,1.0
18142,108,7,13,16,50,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,2,C03,1,26.0,2.0,8.0,50,4.0,1.0
18143,108,7,13,16,50,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,1,C03,1,23.0,4.0,8.0,50,4.0,1.0
18144,108,7,14,17,25,2,05中正區,中正區市民大道2段與林森北路口,0,1,1,C03,1,17.0,3.0,8.0,40,4.0,2.0
18145,108,7,14,17,25,2,05中正區,中正區市民大道2段與林森北路口,0,1,2,C03,1,41.0,2.0,8.0,40,4.0,2.0
18146,108,7,18,8,24,2,05中正區,中正區中山南路與忠孝東路1段口,0,1,1,B12,1,37.0,3.0,7.0,50,4.0,2.0
18147,108,7,18,8,24,2,05中正區,中正區中山南路與忠孝東路1段口,0,1,2,C03,2,23.0,2.0,7.0,50,4.0,2.0
18148,108,6,21,9,11,2,05中正區,中正區臨沂街57巷49號,0,1,2,C03,2,61.0,2.0,8.0,0,14.0,9.0
18149,108,6,21,9,11,2,05中正區,中正區臨沂街57巷49號,0,1,1,H03,2,41.0,3.0,8.0,0,14.0,9.0
18150,108,6,21,9,11,2,05中正區,中正區臨沂街57巷49號,0,1,3,B03,1,47.0,3.0,8.0,0,14.0,9.0
18151,108,6,21,9,11,2,05中正區,中正區臨沂街57巷49號,0,1,4,B03,2,74.0,3.0,8.0,0,14.0,9.0
18152,108,7,31,19,0,2,05中正區,中正區中山南路與徐州路口,0,1,1,B03,1,29.0,3.0,8.0,50,4.0,2.0
18153,108,7,31,19,0,2,05中正區,中正區中山南路與徐州路口,0,1,2,H01,2,29.0,2.0,8.0,50,4.0,2.0
18154,108,7,7,17,53,2,05中正區,中正區中華路1段與忠孝西路1段口口,0,3,1,C03,1,28.0,2.0,8.0,50,4.0,2.0
18155,108,7,7,17,53,2,05中正區,中正區中華路1段與忠孝西路1段口口,0,3,2,C03,1,20.0,3.0,8.0,50,4.0,2.0
18156,108,7,7,17,53,2,05中正區,中正區中華路1段與忠孝西路1段口口,0,3,3,H02,2,25.0,2.0,8.0,50,4.0,2.0
18157,108,7,7,17,53,2,05中正區,中正區中華路1段與忠孝西路1段口口,0,3,4,H02,2,21.0,2.0,8.0,50,4.0,2.0
18158,108,7,9,13,49,2,05中正區,中正區杭州南路1段131巷與杭州南路1段口口,0,1,1,C03,1,61.0,2.0,8.0,50,3.0,2.0
18159,108,7,9,13,49,2,05中正區,中正區杭州南路1段131巷與杭州南路1段口口,0,1,2,B01,1,47.0,3.0,8.0,50,3.0,2.0
18160,108,7,13,10,45,2,05中正區,中正區金山南路1段139號旁,0,1,1,B03,2,44.0,3.0,8.0,50,14.0,8.0
18161,108,7,13,10,45,2,05中正區,中正區金山南路1段139號旁,0,1,2,C03,2,33.0,2.0,8.0,50,14.0,8.0
18162,108,6,5,21,43,2,05中正區,中正區衡陽路62號,0,1,2,C03,1,30.0,2.0,7.0,50,14.0,9.0
18163,108,6,6,11,35,2,05中正區,中正區中山南路與信義路1段口,0,2,1,C03,1,41.0,2.0,8.0,50,5.0,2.0
18164,108,7,11,15,30,2,05中正區,中正區臨沂街63巷7號前,0,1,1,B02,2,58.0,3.0,6.0,40,14.0,9.0
18165,108,7,11,15,30,2,05中正區,中正區臨沂街63巷7號前,0,1,2,H01,2,76.0,2.0,6.0,40,14.0,9.0
18166,108,7,12,15,29,2,05中正區,中正區市民大道1段168號前,0,1,1,B01,1,60.0,3.0,6.0,40,14.0,9.0
18167,108,7,12,15,29,2,05中正區,中正區市民大道1段168號前,0,1,2,C03,1,20.0,2.0,6.0,40,14.0,9.0
18168,108,7,22,22,30,2,05中正區,中正區重慶南路1段122號與凱達格蘭大道口口,0,1,1,C03,1,19.0,2.0,8.0,50,3.0,2.0
18169,108,7,22,22,30,2,05中正區,中正區重慶南路1段122號與凱達格蘭大道口口,0,1,2,,3,0.0,,8.0,50,3.0,2.0
18170,108,7,25,16,6,2,05中正區,中正區延平南路與武昌街1段口口,0,1,1,B03,1,77.0,3.0,8.0,50,4.0,1.0
18171,108,7,25,16,6,2,05中正區,中正區延平南路與武昌街1段口口,0,1,2,C03,2,50.0,2.0,8.0,50,4.0,1.0
18172,108,7,25,19,15,2,05中正區,中正區中華路1段與開封街1段口口,0,2,1,C03,1,24.0,2.0,8.0,50,4.0,1.0
18173,108,7,25,19,15,2,05中正區,中正區中華路1段與開封街1段口口,0,2,2,C03,1,19.0,2.0,8.0,50,4.0,1.0
18174,108,7,26,10,33,2,05中正區,中正區中山南路與青島東路口口,0,2,1,C03,1,25.0,2.0,8.0,50,4.0,2.0
18175,108,7,26,10,33,2,05中正區,中正區中山南路與青島東路口口,0,2,2,C03,2,22.0,2.0,8.0,50,4.0,2.0
18176,108,7,27,14,15,2,05中正區,中正區博愛路與漢口街1段口口,0,2,1,C03,1,31.0,2.0,6.0,50,4.0,2.0
18177,108,7,27,14,15,2,05中正區,中正區博愛路與漢口街1段口口,0,2,2,C03,1,23.0,3.0,6.0,50,4.0,2.0
18178,108,7,27,14,15,2,05中正區,中正區博愛路與漢口街1段口口,0,2,3,H02,2,31.0,2.0,6.0,50,4.0,2.0
18179,108,7,15,7,15,2,05中正區,中正區青島東路1號,0,2,1,C03,1,35.0,2.0,8.0,50,14.0,8.0
18180,108,7,15,7,15,2,05中正區,中正區青島東路1號,0,2,2,C03,2,36.0,2.0,8.0,50,14.0,8.0
18181,108,7,15,14,50,2,05中正區,中正區常德街1號,0,1,1,B03,1,60.0,3.0,8.0,30,15.0,22.0
18182,108,7,15,14,50,2,05中正區,中正區常德街1號,0,1,2,H01,1,54.0,2.0,8.0,30,15.0,22.0
18183,108,7,16,16,45,2,05中正區,中正區濟南路1段與紹興南街口,0,2,1,C03,1,61.0,2.0,8.0,50,4.0,1.0
18184,108,7,16,16,45,2,05中正區,中正區濟南路1段與紹興南街口,0,2,2,C03,1,19.0,2.0,8.0,50,4.0,1.0
18185,108,7,22,23,25,2,05中正區,中正區忠孝東路1段與天津街口,0,1,1,C03,1,21.0,3.0,8.0,50,4.0,1.0
18186,108,7,22,23,25,2,05中正區,中正區忠孝東路1段與天津街口,0,1,2,C03,1,38.0,2.0,8.0,50,4.0,1.0
18187,108,7,30,11,10,2,05中正區,中正區博愛路與衡陽路口,0,1,1,B03,1,52.0,3.0,8.0,50,4.0,1.0
18188,108,7,30,11,10,2,05中正區,中正區博愛路與衡陽路口,0,1,2,H01,2,66.0,2.0,8.0,50,4.0,1.0
18189,108,8,3,15,50,2,05中正區,中正區市民大道1段與承德路1段口,0,2,1,C03,2,27.0,2.0,8.0,40,4.0,1.0
18190,108,8,3,15,50,2,05中正區,中正區市民大道1段與承德路1段口,0,2,2,C03,2,25.0,3.0,8.0,40,4.0,1.0
18191,108,8,3,15,50,2,05中正區,中正區市民大道1段與承德路1段口,0,2,3,H03,2,53.0,2.0,8.0,40,4.0,1.0
18192,108,5,20,14,50,2,05中正區,中正區新生南路1段與濟南路2段口,0,1,1,C04,2,42.0,2.0,7.0,50,14.0,9.0
18193,108,5,20,14,50,2,05中正區,中正區新生南路1段與濟南路2段口,0,1,2,B03,1,31.0,3.0,7.0,50,14.0,9.0
18194,108,8,5,9,33,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,1,B02,1,39.0,3.0,8.0,50,4.0,2.0
18195,108,8,5,9,33,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,2,F01,2,25.0,2.0,8.0,50,4.0,2.0
18196,108,8,7,12,21,2,05中正區,中正區市民大道2段與長安東路1段52巷口,0,2,1,C03,1,23.0,2.0,6.0,40,14.0,9.0
18197,108,8,7,12,21,2,05中正區,中正區市民大道2段與長安東路1段52巷口,0,2,2,H02,2,17.0,2.0,6.0,40,14.0,9.0
18198,108,8,7,12,21,2,05中正區,中正區市民大道2段與長安東路1段52巷口,0,2,3,,3,0.0,,6.0,40,14.0,9.0
18199,108,5,21,11,40,2,05中正區,中正區林森南路11號停車位,0,1,1,B03,1,39.0,3.0,8.0,50,14.0,9.0
18200,108,5,21,11,40,2,05中正區,中正區林森南路11號停車位,0,1,2,C03,1,55.0,2.0,8.0,50,14.0,9.0
18201,108,5,25,9,45,2,05中正區,中正區北平西路與重慶北路1段口,0,1,1,C03,1,48.0,2.0,8.0,30,4.0,1.0
18202,108,5,25,9,45,2,05中正區,中正區北平西路與重慶北路1段口,0,1,2,B03,1,29.0,3.0,8.0,30,4.0,1.0
18203,108,5,25,15,35,2,05中正區,中正區信義路2段243巷與信義路2段口,0,1,1,B03,1,50.0,3.0,8.0,50,3.0,1.0
