,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
16759,107,7,20,14,0,2,05中正區,中正區博愛路與衡陽路口,0,1,1,B12,1,31.0,3.0,8,50,4.0,2.0
16760,107,7,20,14,0,2,05中正區,中正區博愛路與衡陽路口,0,1,2,C03,2,29.0,2.0,8,50,4.0,2.0
16761,107,12,3,9,45,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,1,B01,1,67.0,3.0,8,50,5.0,2.0
16762,107,12,3,9,45,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,2,C03,2,23.0,2.0,8,50,5.0,2.0
16763,107,1,1,15,30,2,05中正區,中正區許昌街40號,0,1,1,C03,1,38.0,3.0,7,40,14.0,9.0
16764,107,1,1,15,30,2,05中正區,中正區許昌街40號,0,1,2,C03,1,33.0,2.0,7,40,14.0,9.0
16765,107,1,1,14,30,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,1,1,A02,1,34.0,3.0,8,50,4.0,1.0
16766,107,1,1,14,30,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,1,2,C03,1,88.0,2.0,8,50,4.0,1.0
16767,107,1,2,14,11,2,05中正區,中正區忠孝東路2段134巷與濟南路2段口,0,1,1,B01,1,64.0,3.0,8,50,4.0,1.0
16768,107,1,2,14,11,2,05中正區,中正區忠孝東路2段134巷與濟南路2段口,0,1,2,H01,2,72.0,2.0,8,50,4.0,1.0
16769,107,1,2,15,5,2,05中正區,中正區博愛路與漢口街1段口,0,1,1,A01,1,43.0,3.0,8,50,4.0,2.0
16770,107,1,2,15,5,2,05中正區,中正區博愛路與漢口街1段口,0,1,2,H02,1,69.0,2.0,8,50,4.0,2.0
16771,107,1,2,17,15,2,05中正區,中正區中山北路1段與忠孝西路1段口,0,1,1,C03,1,32.0,2.0,8,50,4.0,1.0
16772,107,1,2,17,15,2,05中正區,中正區中山北路1段與忠孝西路1段口,0,1,2,B01,1,66.0,3.0,8,50,4.0,1.0
16773,107,1,3,11,20,2,05中正區,中正區市民大道1段與承德路1段口,0,2,1,C03,1,20.0,2.0,8,40,4.0,1.0
16774,107,1,3,11,20,2,05中正區,中正區市民大道1段與承德路1段口,0,2,2,C03,1,19.0,2.0,8,40,4.0,1.0
16775,107,1,3,11,20,2,05中正區,中正區市民大道1段與承德路1段口,0,2,3,C03,4,0.0,4.0,8,40,4.0,1.0
16776,107,1,3,9,0,2,05中正區,中正區貴陽街1段第04號停車格,0,2,1,C03,1,69.0,2.0,8,50,14.0,9.0
16777,107,1,3,9,0,2,05中正區,中正區貴陽街1段第04號停車格,0,2,2,H01,1,59.0,2.0,8,50,14.0,9.0
16778,107,1,8,10,55,2,05中正區,中正區林森南路4-2號,0,1,1,B02,1,45.0,3.0,6,50,14.0,9.0
16779,107,1,8,10,55,2,05中正區,中正區林森南路4-2號,0,1,2,C03,1,36.0,2.0,6,50,14.0,9.0
16780,107,1,11,13,5,2,05中正區,中正區忠孝東路2段80號與忠孝東路2段口,0,3,1,C03,1,29.0,2.0,8,50,3.0,1.0
16781,107,1,11,13,5,2,05中正區,中正區忠孝東路2段80號與忠孝東路2段口,0,3,2,C03,1,25.0,2.0,8,50,3.0,1.0
16782,107,1,11,13,5,2,05中正區,中正區忠孝東路2段80號與忠孝東路2段口,0,3,3,H02,2,23.0,2.0,8,50,3.0,1.0
16783,107,1,17,15,55,2,05中正區,中正區館前路與襄陽路口,0,2,1,C03,1,50.0,2.0,8,50,3.0,1.0
16784,107,1,10,15,50,2,05中正區,中正區中山南路台大醫院入口,0,1,1,B03,1,27.0,3.0,8,50,14.0,9.0
16785,107,1,10,15,50,2,05中正區,中正區中山南路台大醫院入口,0,1,2,C03,1,25.0,2.0,8,50,14.0,9.0
16786,107,1,10,16,55,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,1,C03,1,40.0,3.0,7,50,4.0,1.0
16787,107,1,10,16,55,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,2,C03,1,73.0,2.0,7,50,4.0,1.0
16788,107,1,14,12,0,2,05中正區,中正區信義路2段287號,0,1,1,C03,1,61.0,3.0,8,50,14.0,20.0
16789,107,1,14,12,0,2,05中正區,中正區信義路2段287號,0,1,2,H01,2,9.0,2.0,8,50,14.0,20.0
16790,107,1,16,10,35,2,05中正區,中正區重慶南路1段與愛國西路口,0,2,1,B02,1,32.0,3.0,8,50,4.0,1.0
16791,107,1,16,10,35,2,05中正區,中正區重慶南路1段與愛國西路口,0,2,2,C03,1,74.0,2.0,8,50,4.0,1.0
16792,107,1,17,15,55,2,05中正區,中正區館前路與襄陽路口,0,2,2,C03,1,27.0,2.0,8,50,3.0,1.0
16793,107,1,17,18,7,2,05中正區,中正區北平東路7號,0,1,1,C03,1,24.0,2.0,8,50,14.0,9.0
16794,107,1,17,18,7,2,05中正區,中正區北平東路7號,0,1,2,,3,0.0,,8,50,14.0,9.0
16795,107,1,18,9,55,2,05中正區,中正區重慶南路1段與寶慶路口,0,1,1,B12,1,22.0,3.0,8,50,4.0,1.0
16796,107,1,18,9,55,2,05中正區,中正區重慶南路1段與寶慶路口,0,1,2,C03,1,18.0,2.0,8,50,4.0,1.0
16797,107,1,24,22,48,2,05中正區,中正區中山北路1段與北平西路口,0,1,1,C03,1,27.0,2.0,8,50,4.0,1.0
16798,107,1,24,22,48,2,05中正區,中正區中山北路1段與北平西路口,0,1,2,B01,1,64.0,3.0,8,50,4.0,1.0
16799,107,1,3,12,50,2,05中正區,中正區市民大道1段與中山北路1段口,0,1,1,C03,2,22.0,2.0,8,40,4.0,2.0
16800,107,1,3,12,50,2,05中正區,中正區市民大道1段與中山北路1段口,0,1,2,B03,1,40.0,3.0,8,40,4.0,2.0
16801,107,1,1,12,43,2,05中正區,中正區博愛路與武昌街1段口,0,1,1,B03,1,26.0,3.0,8,50,4.0,1.0
16802,107,1,1,12,43,2,05中正區,中正區博愛路與武昌街1段口,0,1,2,C03,1,19.0,2.0,8,50,4.0,1.0
16803,107,1,1,20,10,2,05中正區,中正區仁愛路2段與金山南路1段口,0,2,1,B03,2,38.0,3.0,8,50,4.0,1.0
16804,107,1,1,20,10,2,05中正區,中正區仁愛路2段與金山南路1段口,0,2,2,C03,1,34.0,2.0,8,50,4.0,1.0
16805,107,1,1,20,10,2,05中正區,中正區仁愛路2段與金山南路1段口,0,2,3,H02,2,29.0,2.0,8,50,4.0,1.0
16806,107,1,2,15,33,2,05中正區,中正區中華路1段47號,0,1,1,C03,1,19.0,2.0,8,50,14.0,9.0
16807,107,1,2,15,33,2,05中正區,中正區中華路1段47號,0,1,2,B03,2,47.0,3.0,8,50,14.0,9.0
16808,107,1,2,17,50,2,05中正區,中正區中山南路與愛國東路口,0,1,1,C03,2,21.0,2.0,8,50,11.0,9.0
16809,107,1,2,17,50,2,05中正區,中正區中山南路與愛國東路口,0,1,2,,3,0.0,,8,50,11.0,9.0
16810,107,2,8,21,15,2,05中正區,中正區重慶南路1段與寶慶路口,0,1,1,B03,1,25.0,3.0,6,50,4.0,1.0
16811,107,2,8,21,15,2,05中正區,中正區重慶南路1段與寶慶路口,0,1,2,H01,1,64.0,2.0,6,50,4.0,1.0
16812,107,1,1,1,40,2,05中正區,中正區重慶南路1段與愛國西路口口,0,1,1,C03,1,18.0,2.0,8,50,4.0,1.0
16813,107,1,1,1,40,2,05中正區,中正區重慶南路1段與愛國西路口口,0,1,2,,3,0.0,,8,50,4.0,1.0
16814,107,1,3,15,57,2,05中正區,中正區市民大道1段(台北車站北三門)前,0,1,1,C03,1,21.0,2.0,8,40,14.0,9.0
16815,107,1,3,15,57,2,05中正區,中正區市民大道1段(台北車站北三門)前,0,1,2,A02,1,28.0,3.0,8,40,14.0,9.0
16816,107,1,8,9,12,2,05中正區,中正區市民大道2段與林森北路口口,0,1,1,C03,1,23.0,2.0,6,40,4.0,1.0
16817,107,1,8,9,12,2,05中正區,中正區市民大道2段與林森北路口口,0,1,2,B01,1,66.0,3.0,6,40,4.0,1.0
16818,107,1,9,9,47,2,05中正區,中山區市民大道2段與長安東路1段30巷口口,0,1,1,C03,1,83.0,2.0,6,40,3.0,2.0
16819,107,1,9,9,47,2,05中正區,中山區市民大道2段與長安東路1段30巷口口,0,1,2,C04,1,53.0,3.0,6,40,3.0,2.0
16820,107,1,15,15,8,2,05中正區,中正區金山北路迴轉道口,0,2,1,C03,1,43.0,2.0,8,50,3.0,1.0
16821,107,1,15,15,8,2,05中正區,中正區金山北路迴轉道口,0,2,2,C03,2,20.0,2.0,8,50,3.0,1.0
16822,107,1,3,4,35,2,05中正區,中正區重慶南路1段與襄陽路口,0,1,1,B01,1,56.0,3.0,8,50,3.0,1.0
16823,107,1,3,4,35,2,05中正區,中正區重慶南路1段與襄陽路口,0,1,2,C03,1,28.0,2.0,8,50,3.0,1.0
16824,107,1,10,8,5,2,05中正區,中正區寶慶路與懷寧街口,0,1,1,C04,2,34.0,2.0,8,50,14.0,7.0
16825,107,1,10,8,5,2,05中正區,中正區寶慶路與懷寧街口,0,1,2,B03,1,52.0,3.0,8,50,14.0,7.0
16826,107,1,10,9,15,2,05中正區,中正區中山南路與信義路1段口,0,2,1,C03,1,37.0,2.0,8,50,16.0,7.0
16827,107,1,10,9,15,2,05中正區,中正區中山南路與信義路1段口,0,2,2,B01,1,65.0,3.0,8,50,16.0,7.0
16828,107,1,10,9,15,2,05中正區,中正區中山南路與信義路1段口,0,2,3,H02,2,39.0,2.0,8,50,16.0,7.0
16829,107,1,10,17,0,2,05中正區,中正區濟南路2段與臨沂街口,0,1,1,C03,1,22.0,3.0,8,50,4.0,1.0
16830,107,1,10,17,0,2,05中正區,中正區濟南路2段與臨沂街口,0,1,2,H01,2,43.0,2.0,8,50,4.0,1.0
16831,107,1,15,20,40,2,05中正區,中正區中山南路與仁愛路1段口,0,2,1,B01,1,63.0,3.0,8,50,5.0,2.0
16832,107,1,15,20,40,2,05中正區,中正區中山南路與仁愛路1段口,0,2,2,C03,1,20.0,2.0,8,50,5.0,2.0
16833,107,1,15,20,40,2,05中正區,中正區中山南路與仁愛路1段口,0,2,3,H02,2,19.0,2.0,8,50,5.0,2.0
16834,107,1,18,19,35,2,05中正區,中正區中華路1段與開封街1段口,0,1,1,B03,2,41.0,3.0,8,50,4.0,1.0
16835,107,1,18,19,35,2,05中正區,中正區中華路1段與開封街1段口,0,1,2,C03,1,32.0,2.0,8,50,4.0,1.0
16836,107,1,21,14,15,2,05中正區,中正區天津街與市民大道2段口,0,2,1,C03,1,21.0,2.0,8,40,14.0,7.0
16837,107,1,21,14,15,2,05中正區,中正區天津街與市民大道2段口,0,2,2,C03,1,32.0,2.0,8,40,14.0,7.0
16838,107,1,21,14,15,2,05中正區,中正區天津街與市民大道2段口,0,2,3,A05,1,50.0,3.0,8,40,14.0,7.0
16839,107,1,21,14,15,2,05中正區,中正區天津街與市民大道2段口,0,2,4,B03,1,43.0,3.0,8,40,14.0,7.0
16840,107,1,5,3,0,2,05中正區,中正區市民大道2段近林森北路往東,0,1,1,B03,1,59.0,3.0,8,40,14.0,7.0
16841,107,1,5,3,0,2,05中正區,中正區市民大道2段近林森北路往東,0,1,2,B03,1,21.0,2.0,8,40,14.0,7.0
16842,107,1,28,21,35,2,05中正區,中正區公園路與許昌街口,0,1,1,C03,1,19.0,2.0,6,50,4.0,1.0
16843,107,1,28,21,35,2,05中正區,中正區公園路與許昌街口,0,1,2,B03,1,36.0,3.0,6,50,4.0,1.0
16844,107,2,3,16,15,2,05中正區,中正區市民大道3段8號,0,1,1,B03,1,32.0,3.0,6,40,14.0,8.0
16845,107,2,3,16,15,2,05中正區,中正區市民大道3段8號,0,1,2,C03,1,27.0,2.0,6,40,14.0,8.0
16846,107,1,4,9,50,2,05中正區,中正區忠孝東路1段與忠孝東路1段49巷口口,0,1,1,C03,1,58.0,2.0,8,40,3.0,2.0
16847,107,1,4,9,50,2,05中正區,中正區忠孝東路1段與忠孝東路1段49巷口口,0,1,2,B03,2,44.0,3.0,8,40,3.0,2.0
16848,107,1,8,19,20,2,05中正區,中正區重慶南路1段126巷口往北,0,3,1,C03,2,44.0,2.0,6,50,14.0,9.0
16849,107,1,8,19,20,2,05中正區,中正區重慶南路1段126巷口往北,0,3,2,C03,1,21.0,2.0,6,50,14.0,9.0
16850,107,1,8,19,20,2,05中正區,中正區重慶南路1段126巷口往北,0,3,3,H02,2,21.0,2.0,6,50,14.0,9.0
16851,107,1,8,19,20,2,05中正區,中正區重慶南路1段126巷口往北,0,3,4,,3,0.0,,6,50,14.0,9.0
16852,107,1,8,21,40,2,05中正區,中正區中山南路與青島西路口,0,1,1,B03,2,55.0,3.0,6,50,4.0,1.0
16853,107,1,8,21,40,2,05中正區,中正區中山南路與青島西路口,0,1,2,C03,1,43.0,2.0,6,50,4.0,1.0
16854,107,1,16,10,35,2,05中正區,中正區重慶南路1段與愛國西路口,0,2,3,H02,2,73.0,2.0,8,50,4.0,1.0
16855,107,1,8,20,45,2,05中正區,中正區館前路28號,0,1,1,H02,2,51.0,3.0,6,0,14.0,9.0
16856,107,1,8,20,45,2,05中正區,中正區館前路28號,0,1,2,B03,1,53.0,3.0,6,0,14.0,9.0
16857,107,1,8,20,45,2,05中正區,中正區館前路28號,0,1,3,C03,2,27.0,2.0,6,0,14.0,9.0
16858,107,1,8,20,45,2,05中正區,中正區館前路28號,0,1,4,B03,1,21.0,3.0,6,0,14.0,9.0
16859,107,1,9,15,22,2,05中正區,中正區臨沂街21號與臨沂街19巷口,0,2,1,B03,2,43.0,2.0,6,40,4.0,1.0
16860,107,1,9,15,22,2,05中正區,中正區臨沂街21號與臨沂街19巷口,0,2,2,B01,1,39.0,2.0,6,40,4.0,1.0
16861,107,1,11,13,26,2,05中正區,中正區中華路1段9巷與中華路1段口,0,2,1,C03,2,43.0,2.0,8,50,14.0,9.0
16862,107,1,11,13,26,2,05中正區,中正區中華路1段9巷與中華路1段口,0,2,2,C03,1,41.0,3.0,8,50,14.0,9.0
16863,107,1,11,13,26,2,05中正區,中正區中華路1段9巷與中華路1段口,0,2,3,H02,2,3.0,2.0,8,50,14.0,9.0
16864,107,1,16,17,2,2,05中正區,中正區濟南路1段13巷與濟南路1段口,0,2,1,C03,1,18.0,2.0,8,50,3.0,2.0
16865,107,1,16,17,2,2,05中正區,中正區濟南路1段13巷與濟南路1段口,0,2,2,H01,2,59.0,2.0,8,50,3.0,2.0
16866,107,1,13,13,38,2,05中正區,中正區忠孝東路2段與新生南路1段54巷5弄口,0,1,1,B01,1,52.0,3.0,8,50,3.0,2.0
16867,107,1,13,13,38,2,05中正區,中正區忠孝東路2段與新生南路1段54巷5弄口,0,1,2,C03,2,41.0,2.0,8,50,3.0,2.0
16868,107,1,18,17,50,2,05中正區,中正區信義路2段61號,0,1,1,B03,1,51.0,3.0,7,50,14.0,9.0
16869,107,1,18,17,50,2,05中正區,中正區信義路2段61號,0,1,2,B03,1,64.0,3.0,7,50,14.0,9.0
16870,107,1,18,17,50,2,05中正區,中正區信義路2段61號,0,1,3,H02,2,62.0,2.0,7,50,14.0,9.0
16871,107,1,5,8,30,2,05中正區,中正區常德街1號,0,1,1,B03,2,68.0,3.0,6,50,14.0,9.0
16872,107,1,5,8,30,2,05中正區,中正區常德街1號,0,1,2,C03,2,25.0,2.0,6,50,14.0,9.0
16873,107,1,5,10,5,2,05中正區,中正區延平南路與貴陽街1段口,0,1,1,C03,1,19.0,2.0,6,50,4.0,1.0
16874,107,1,5,10,5,2,05中正區,中正區延平南路與貴陽街1段口,0,1,2,B01,1,59.0,3.0,6,50,4.0,1.0
16875,107,1,14,15,6,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,2,1,B12,1,23.0,4.0,8,50,4.0,1.0
16876,107,1,14,15,6,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,2,2,C03,2,37.0,2.0,8,50,4.0,1.0
16877,107,1,14,15,6,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,2,3,H03,2,36.0,2.0,8,50,4.0,1.0
16878,107,1,27,0,2,2,05中正區,中正區忠孝東路1段與林森南路口,0,1,1,B03,1,30.0,3.0,7,50,15.0,18.0
16879,107,1,27,0,2,2,05中正區,中正區忠孝東路1段與林森南路口,0,1,2,H01,1,28.0,2.0,7,50,15.0,18.0
16880,107,1,3,9,43,2,05中正區,中正區中華路1段與延平南路口,0,1,1,B01,1,58.0,3.0,8,50,14.0,9.0
16881,107,1,3,9,43,2,05中正區,中正區中華路1段與延平南路口,0,1,2,C03,1,22.0,2.0,8,50,14.0,9.0
16882,107,1,4,15,40,2,05中正區,中正區公園路與常德街口,0,1,1,B02,1,38.0,3.0,7,50,3.0,1.0
16883,107,1,4,15,40,2,05中正區,中正區公園路與常德街口,0,1,2,C03,2,24.0,2.0,7,50,3.0,1.0
16884,107,1,8,18,40,2,05中正區,中正區中山南路與徐州路口,0,1,1,C03,1,22.0,2.0,6,50,4.0,2.0
16885,107,1,8,18,40,2,05中正區,中正區中山南路與徐州路口,0,1,2,H01,2,22.0,3.0,6,50,4.0,2.0
16886,107,1,12,10,45,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,1,B03,1,29.0,3.0,8,50,4.0,1.0
16887,107,1,12,10,45,2,05中正區,中正區重慶南路1段與衡陽路口,0,1,2,C03,2,28.0,2.0,8,50,4.0,1.0
16888,107,1,12,13,35,2,05中正區,中正區中山南路與徐州路口,0,1,1,B03,2,55.0,4.0,8,0,3.0,2.0
16889,107,1,12,13,35,2,05中正區,中正區中山南路與徐州路口,0,1,2,H01,2,59.0,2.0,8,0,3.0,2.0
16890,107,1,13,17,55,2,05中正區,中正區開封街1段與館前路口,0,1,1,C03,1,35.0,2.0,8,50,3.0,2.0
16891,107,1,13,17,55,2,05中正區,中正區開封街1段與館前路口,0,1,2,B03,1,38.0,3.0,8,50,3.0,2.0
16892,107,1,18,19,0,2,05中正區,中正區延平南路與長沙街1段口,0,1,1,B03,2,44.0,3.0,7,50,4.0,2.0
16893,107,1,18,19,0,2,05中正區,中正區延平南路與長沙街1段口,0,1,2,C03,2,20.0,2.0,7,50,4.0,2.0
16894,107,1,19,22,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,2,1,C03,2,27.0,2.0,7,50,15.0,22.0
16895,107,1,19,22,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,2,2,C03,1,19.0,3.0,7,50,15.0,22.0
16896,107,1,19,22,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,2,3,C03,2,20.0,3.0,7,50,15.0,22.0
16897,107,1,19,22,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,2,4,C03,1,18.0,3.0,7,50,15.0,22.0
16898,107,1,19,22,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,2,5,C03,1,18.0,3.0,7,50,15.0,22.0
16899,107,1,19,22,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,2,6,H02,2,27.0,2.0,7,50,15.0,22.0
16900,107,1,19,19,0,2,05中正區,中正區濟南路1段與紹興南街口,0,1,1,B03,1,23.0,3.0,6,50,4.0,2.0
16901,107,1,19,19,0,2,05中正區,中正區濟南路1段與紹興南街口,0,1,2,H01,1,24.0,2.0,6,50,4.0,2.0
16902,107,1,21,18,13,2,05中正區,中正區市民大道3段與新生北路1段口,0,1,1,B03,1,52.0,3.0,8,40,4.0,1.0
16903,107,1,21,18,13,2,05中正區,中正區市民大道3段與新生北路1段口,0,1,2,C03,2,20.0,2.0,8,40,4.0,1.0
16904,107,1,16,15,33,2,05中正區,中正區仁愛路2段與新生南路1段口口,0,1,1,B03,1,30.0,3.0,8,50,4.0,1.0
16905,107,1,16,15,33,2,05中正區,中正區仁愛路2段與新生南路1段口口,0,1,2,C03,2,36.0,2.0,8,50,4.0,1.0
16906,107,1,19,11,34,2,05中正區,中正區濟南路2段與忠孝東路2段134巷口口,0,1,1,C03,1,42.0,4.0,6,50,4.0,1.0
16907,107,1,19,11,34,2,05中正區,中正區濟南路2段與忠孝東路2段134巷口口,0,1,2,H01,2,65.0,2.0,6,50,4.0,1.0
16908,107,1,19,18,17,2,05中正區,中正區公園路與貴陽街1段口口,0,1,1,B12,1,22.0,3.0,6,50,4.0,1.0
16909,107,1,19,18,17,2,05中正區,中正區公園路與貴陽街1段口口,0,1,2,C03,1,20.0,2.0,6,50,4.0,1.0
16910,107,1,20,8,26,2,05中正區,中正區中華路1段與寶慶路口口,0,1,1,C02,1,21.0,3.0,6,50,5.0,1.0
16911,107,1,20,8,26,2,05中正區,中正區中華路1段與寶慶路口口,0,1,2,C03,1,45.0,2.0,6,50,5.0,1.0
16912,107,1,21,8,20,2,05中正區,中正區林森北路與北平東路口口,0,2,1,B03,1,29.0,3.0,8,50,4.0,2.0
16913,107,1,21,8,20,2,05中正區,中正區林森北路與北平東路口口,0,2,2,C03,1,23.0,2.0,8,50,4.0,2.0
16914,107,1,21,8,20,2,05中正區,中正區林森北路與北平東路口口,0,2,3,H02,1,22.0,2.0,8,50,4.0,2.0
16915,107,1,27,2,52,2,05中正區,中正區中華路1段與開封街1段口口,0,2,1,B01,1,47.0,3.0,7,50,4.0,2.0
16916,107,1,27,2,52,2,05中正區,中正區中華路1段與開封街1段口口,0,2,2,C03,2,21.0,2.0,7,50,4.0,2.0
16917,107,1,27,2,52,2,05中正區,中正區中華路1段與開封街1段口口,0,2,3,H02,2,39.0,2.0,7,50,4.0,2.0
16918,107,1,24,9,2,2,05中正區,中正區忠孝東路2段132號,0,2,1,B01,1,58.0,3.0,7,40,14.0,9.0
16919,107,1,24,9,2,2,05中正區,中正區忠孝東路2段132號,0,2,2,B03,1,29.0,2.0,7,40,14.0,9.0
16920,107,1,24,9,2,2,05中正區,中正區忠孝東路2段132號,0,2,3,H02,2,29.0,2.0,7,40,14.0,9.0
16921,107,1,26,8,15,2,05中正區,中正區忠孝東路2段126號,0,1,1,B03,1,57.0,3.0,7,50,14.0,8.0
16922,107,1,26,8,15,2,05中正區,中正區忠孝東路2段126號,0,1,2,C03,1,22.0,2.0,7,50,14.0,8.0
16923,107,1,19,17,37,2,05中正區,中正區中山南路景福門,0,1,1,B03,2,59.0,3.0,6,50,15.0,22.0
16924,107,1,19,17,37,2,05中正區,中正區中山南路景福門,0,1,2,F01,1,41.0,2.0,6,50,15.0,22.0
16925,107,1,31,18,20,2,05中正區,中正區新生南路1段136號與新生南路1段口,0,1,1,B03,1,54.0,3.0,6,50,4.0,2.0
16926,107,1,31,18,20,2,05中正區,中正區新生南路1段136號與新生南路1段口,0,1,2,H01,1,32.0,2.0,6,50,4.0,2.0
16927,107,1,31,20,8,2,05中正區,中正區公園路與凱達格蘭大道口,0,1,1,B01,1,64.0,3.0,6,50,4.0,1.0
16928,107,1,31,20,8,2,05中正區,中正區公園路與凱達格蘭大道口,0,1,2,C03,2,44.0,2.0,6,50,4.0,1.0
16929,107,1,10,17,10,2,05中正區,中正區八德路1段27號,0,1,1,B12,1,23.0,3.0,8,50,14.0,9.0
16930,107,1,10,17,10,2,05中正區,中正區八德路1段27號,0,1,2,B03,2,42.0,2.0,8,50,14.0,9.0
16931,107,1,12,11,25,2,05中正區,中正區臨沂街與濟南路1段口,0,3,1,C03,1,27.0,2.0,8,50,4.0,1.0
16932,107,1,12,11,25,2,05中正區,中正區臨沂街與濟南路1段口,0,3,2,C03,1,27.0,2.0,8,50,4.0,1.0
16933,107,1,12,11,25,2,05中正區,中正區臨沂街與濟南路1段口,0,3,3,H02,1,26.0,2.0,8,50,4.0,1.0
16934,107,1,26,15,40,2,05中正區,中正區忠孝西路1段與懷寧街口,0,1,1,A02,1,59.0,3.0,8,50,3.0,2.0
16935,107,1,26,15,40,2,05中正區,中正區忠孝西路1段與懷寧街口,0,1,2,H02,1,68.0,2.0,8,50,3.0,2.0
16936,107,1,6,12,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,1,C03,1,27.0,2.0,6,50,3.0,1.0
16937,107,1,6,12,30,2,05中正區,中正區中山南路與凱達格蘭大道口,0,1,2,B03,1,37.0,3.0,6,50,3.0,1.0
16938,107,1,6,14,37,2,05中正區,中正區濟南路2段與臨沂街口,0,1,1,B03,1,28.0,3.0,6,50,4.0,1.0
16939,107,1,6,14,37,2,05中正區,中正區濟南路2段與臨沂街口,0,1,2,H01,1,30.0,2.0,6,50,4.0,1.0
16940,107,1,10,21,6,2,05中正區,中正區博愛路與衡陽路口,0,1,1,C03,1,25.0,3.0,7,50,4.0,1.0
16941,107,1,10,21,6,2,05中正區,中正區博愛路與衡陽路口,0,1,2,C03,2,32.0,2.0,7,50,4.0,1.0
16942,107,1,11,14,0,2,05中正區,中正區新生南路1段與仁愛路2段口,0,1,1,C03,2,79.0,3.0,8,50,4.0,1.0
16943,107,1,11,14,0,2,05中正區,中正區新生南路1段與仁愛路2段口,0,1,2,C03,1,47.0,2.0,8,50,4.0,1.0
16944,107,1,11,23,0,2,05中正區,中正區中華路1段(近忠孝西路1段),0,1,1,C03,2,20.0,2.0,8,50,14.0,9.0
16945,107,1,11,23,0,2,05中正區,中正區中華路1段(近忠孝西路1段),0,1,2,B02,1,28.0,3.0,8,50,14.0,9.0
16946,107,1,13,0,10,2,05中正區,中正區忠孝西路1段與延平北路1段口,0,2,1,C03,2,23.0,2.0,8,50,3.0,2.0
